source,destination,algorithm,path,cost,hops
0,1,BFS,"[0, 1]",307.0,1
0,1,DFS,"[0, 1]",307.0,1
0,1,Dijkstra,"[0, 1]",307.0,1
0,1,A*,"[0, 1]",307.0,1
0,1,Bellman-Ford,"[0, 1]",307.0,1
0,2,BFS,"[0, 2]",963.0,1
0,2,DFS,"[0, 1, 2]",1153.0,2
0,2,Dijkstra,"[0, 2]",963.0,1
0,2,A*,"[0, 2]",963.0,1
0,2,Bellman-Ford,"[0, 2]",963.0,1
0,3,BFS,"[0, 3]",437.0,1
0,3,DFS,"[0, 1, 2, 3]",1878.0,3
0,3,Dijkstra,"[0, 3]",437.0,1
0,3,A*,"[0, 3]",437.0,1
0,3,Bellman-Ford,"[0, 3]",437.0,1
0,4,BFS,"[0, 4]",724.0,1
0,4,DFS,"[0, 1, 2, 3, 4]",2665.0,4
0,4,Dijkstra,"[0, 4]",724.0,1
0,4,A*,"[0, 4]",724.0,1
0,4,Bellman-Ford,"[0, 4]",724.0,1
0,5,BFS,"[0, 5]",652.0,1
0,5,DFS,"[0, 1, 2, 3, 4, 5]",3255.0,5
0,5,Dijkstra,"[0, 5]",652.0,1
0,5,A*,"[0, 5]",652.0,1
0,5,Bellman-Ford,"[0, 5]",652.0,1
0,6,BFS,"[0, 6]",452.0,1
0,6,DFS,"[0, 1, 2, 3, 4, 5, 6]",3577.0,6
0,6,Dijkstra,"[0, 6]",452.0,1
0,6,A*,"[0, 6]",452.0,1
0,6,Bellman-Ford,"[0, 6]",452.0,1
0,7,BFS,"[0, 7]",397.0,1
0,7,DFS,"[0, 1, 2, 3, 4, 5, 6, 7]",4252.0,7
0,7,Dijkstra,"[0, 7]",397.0,1
0,7,A*,"[0, 7]",397.0,1
0,7,Bellman-Ford,"[0, 7]",397.0,1
0,8,BFS,"[0, 8]",450.0,1
0,8,DFS,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",4461.0,8
0,8,Dijkstra,"[0, 8]",450.0,1
0,8,A*,"[0, 8]",450.0,1
0,8,Bellman-Ford,"[0, 8]",450.0,1
0,9,BFS,"[0, 9]",268.0,1
0,9,DFS,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",5181.0,9
0,9,Dijkstra,"[0, 9]",268.0,1
0,9,A*,"[0, 9]",268.0,1
0,9,Bellman-Ford,"[0, 9]",268.0,1
1,2,BFS,"[1, 2]",846.0,1
1,2,DFS,"[1, 0, 2]",1309.0,2
1,2,Dijkstra,"[1, 2]",846.0,1
1,2,A*,"[1, 2]",846.0,1
1,2,Bellman-Ford,"[1, 2]",846.0,1
1,3,BFS,"[1, 3]",169.0,1
1,3,DFS,"[1, 0, 2, 3]",2034.0,3
1,3,Dijkstra,"[1, 3]",169.0,1
1,3,A*,"[1, 3]",169.0,1
1,3,Bellman-Ford,"[1, 3]",169.0,1
1,4,BFS,"[1, 4]",818.0,1
1,4,DFS,"[1, 0, 2, 3, 4]",2821.0,4
