source,destination,algorithm,path,cost,hops
0,1,BFS,"[0, 2, 1]",1679.0,2
0,1,DFS,"[0, 2, 1]",1679.0,2
0,1,Dijkstra,"[0, 7, 1]",1019.0,2
0,1,A*,"[0, 7, 1]",1019.0,2
0,1,Bellman-Ford,"[0, 7, 1]",1019.0,2
0,2,BFS,"[0, 2]",866.0,1
0,2,DFS,"[0, 2]",866.0,1
0,2,Dijkstra,"[0, 2]",866.0,1
0,2,A*,"[0, 2]",866.0,1
0,2,Bellman-Ford,"[0, 2]",866.0,1
0,3,BFS,"[0, 3]",347.0,1
0,3,DFS,"[0, 2, 1, 3]",1811.0,3
0,3,Dijkstra,"[0, 3]",347.0,1
0,3,A*,"[0, 3]",347.0,1
0,3,Bellman-Ford,"[0, 3]",347.0,1
0,4,BFS,"[0, 4]",646.0,1
0,4,DFS,"[0, 2, 1, 3, 4]",2528.0,4
0,4,Dijkstra,"[0, 4]",646.0,1
0,4,A*,"[0, 4]",646.0,1
0,4,Bellman-Ford,"[0, 4]",646.0,1
0,5,BFS,"[0, 5]",633.0,1
0,5,DFS,"[0, 2, 1, 3, 4, 5]",3063.0,5
0,5,Dijkstra,"[0, 5]",633.0,1
0,5,A*,"[0, 5]",633.0,1
0,5,Bellman-Ford,"[0, 5]",633.0,1
0,6,BFS,"[0, 6]",405.0,1
0,6,DFS,"[0, 2, 1, 3, 4, 5, 6]",3355.0,6
0,6,Dijkstra,"[0, 6]",405.0,1
0,6,A*,"[0, 6]",405.0,1
0,6,Bellman-Ford,"[0, 6]",405.0,1
0,7,BFS,"[0, 7]",392.0,1
0,7,DFS,"[0, 2, 1, 3, 4, 5, 6, 7]",3983.0,7
0,7,Dijkstra,"[0, 7]",392.0,1
0,7,A*,"[0, 7]",392.0,1
0,7,Bellman-Ford,"[0, 7]",392.0,1
0,8,BFS,"[0, 8]",435.0,1
0,8,DFS,"[0, 2, 1, 3, 4, 5, 6, 7, 8]",4181.0,8
0,8,Dijkstra,"[0, 8]",435.0,1
0,8,A*,"[0, 8]",435.0,1
0,8,Bellman-Ford,"[0, 8]",435.0,1
0,9,BFS,"[0, 2, 9]",1676.0,2
0,9,DFS,"[0, 2, 1, 3, 4, 5, 6, 7, 9]",4541.0,8
0,9,Dijkstra,"[0, 6, 9]",670.0,2
0,9,A*,"[0, 6, 9]",670.0,2
0,9,Bellman-Ford,"[0, 6, 9]",670.0,2
1,2,BFS,"[1, 0, 2]",1138.0,2
1,2,DFS,"[1, 0, 2]",1138.0,2
1,2,Dijkstra,"[1, 5, 2]",820.0,2
1,2,A*,"[1, 5, 2]",820.0,2
1,2,Bellman-Ford,"[1, 5, 2]",820.0,2
1,3,BFS,"[1, 3]",132.0,1
1,3,DFS,"[1, 0, 2, 4, 3]",2381.0,4
1,3,Dijkstra,"[1, 3]",132.0,1
1,3,A*,"[1, 3]",132.0,1
1,3,Bellman-Ford,"[1, 3]",132.0,1
1,4,BFS,"[1, 0, 4]",918.0,2
1,4,DFS,"[1, 0, 2, 4]",1664.0,3
1,4,Dijkstra,"[1, 3, 4]",849.0,2
1,4,A*,"[1, 3, 4]",849.0,2
1,4,Bellman-Ford,"[1, 3, 4]",849.0,2
1,5,BFS,"[1, 5]",539.0,1
1,5,DFS,"[1, 0, 2, 4, 3, 6, 7, 5]",3835.0,7
1,5,Dijkstra,"[1, 5]",539.0,1
1,5,A*,"[1, 5]",539.0,1
1,5,Bellman-Ford,"[1, 5]",539.0,1
1,6,BFS,"[1, 0, 6]",677.0,2
1,6,DFS,"[1, 0, 2, 4, 3, 6]",2504.0,5
1,6,Dijkstra,"[1, 3, 6]",255.0,2
1,6,A*,"[1, 3, 6]",255.0,2
1,6,Bellman-Ford,"[1, 3, 6]",255.0,2
1,7,BFS,"[1, 7]",627.0,1
1,7,DFS,"[1, 0, 2, 4, 3, 6, 7]",3132.0,6
1,7,Dijkstra,"[1, 7]",627.0,1
1,7,A*,"[1, 7]",627.0,1
1,7,Bellman-Ford,"[1, 7]",627.0,1
1,8,BFS,"[1, 0, 8]",707.0,2
1,8,DFS,"[1, 0, 2, 4, 3, 6, 7, 8]",3330.0,7
1,8,Dijkstra,"[1, 0, 8]",707.0,2
1,8,A*,"[1, 0, 8]",707.0,2
1,8,Bellman-Ford,"[1, 0, 8]",707.0,2
1,9,BFS,"[1, 9]",73.0,1
1,9,DFS,"[1, 0, 2, 4, 3, 6, 7, 9]",3690.0,7
1,9,Dijkstra,"[1, 9]",73.0,1
1,9,A*,"[1, 9]",73.0,1
1,9,Bellman-Ford,"[1, 9]",73.0,1
2,3,BFS,"[2, 0, 3]",1213.0,2
2,3,DFS,"[2, 0, 3]",1213.0,2
2,3,Dijkstra,"[2, 6, 3]",694.0,2
2,3,A*,"[2, 6, 3]",694.0,2
2,3,Bellman-Ford,"[2, 6, 3]",694.0,2
2,4,BFS,"[2, 4]",526.0,1
2,4,DFS,"[2, 0, 3, 4]",1930.0,3
2,4,Dijkstra,"[2, 4]",526.0,1
2,4,A*,"[2, 4]",526.0,1
2,4,Bellman-Ford,"[2, 4]",526.0,1
2,5,BFS,"[2, 5]",281.0,1
2,5,DFS,"[2, 0, 3, 4, 5]",2465.0,4
2,5,Dijkstra,"[2, 5]",281.0,1
2,5,A*,"[2, 5]",281.0,1
2,5,Bellman-Ford,"[2, 5]",281.0,1
2,6,BFS,"[2, 6]",571.0,1
2,6,DFS,"[2, 0, 3, 4, 5, 6]",2757.0,5
2,6,Dijkstra,"[2, 6]",571.0,1
