source,destination,algorithm,path,cost,hops
0,1,BFS,"[0, 1]",938.0,1
0,1,DFS,"[0, 1]",938.0,1
0,1,Dijkstra,"[0, 1]",938.0,1
0,1,A*,"[0, 1]",938.0,1
0,1,Bellman-Ford,"[0, 1]",938.0,1
0,2,BFS,"[0, 10, 2]",1341.0,2
0,2,DFS,"[0, 1, 8, 7, 2]",3646.0,4
0,2,Dijkstra,"[0, 10, 2]",1341.0,2
0,2,A*,"[0, 10, 2]",1341.0,2
0,2,Bellman-Ford,"[0, 10, 2]",1341.0,2
0,3,BFS,"[0, 3]",597.0,1
0,3,DFS,"[0, 1, 8, 7, 2, 4, 14, 5, 11, 3]",7414.0,9
0,3,Dijkstra,"[0, 3]",597.0,1
0,3,A*,"[0, 3]",597.0,1
0,3,Bellman-Ford,"[0, 3]",597.0,1
0,4,BFS,"[0, 14, 4]",2143.0,2
0,4,DFS,"[0, 1, 8, 7, 2, 4]",4191.0,5
0,4,Dijkstra,"[0, 10, 2, 4]",1886.0,3
0,4,A*,"[0, 10, 2, 4]",1886.0,3
0,4,Bellman-Ford,"[0, 10, 2, 4]",1886.0,3
0,5,BFS,"[0, 14, 5]",2078.0,2
0,5,DFS,"[0, 1, 8, 7, 2, 4, 14, 5]",5746.0,7
0,5,Dijkstra,"[0, 14, 5]",2078.0,2
0,5,A*,"[0, 14, 5]",2078.0,2
0,5,Bellman-Ford,"[0, 14, 5]",2078.0,2
0,6,BFS,"[0, 10, 6]",1210.0,2
0,6,DFS,"[0, 1, 8, 7, 2, 4, 14, 5, 11, 3, 9, 15, 18, 10, 6]",12610.0,14
0,6,Dijkstra,"[0, 10, 6]",1210.0,2
0,6,A*,"[0, 10, 6]",1210.0,2
0,6,Bellman-Ford,"[0, 10, 6]",1210.0,2
0,7,BFS,"[0, 8, 7]",1721.0,2
0,7,DFS,"[0, 1, 8, 7]",2405.0,3
0,7,Dijkstra,"[0, 8, 7]",1721.0,2
0,7,A*,"[0, 8, 7]",1721.0,2
0,7,Bellman-Ford,"[0, 8, 7]",1721.0,2
0,8,BFS,"[0, 8]",981.0,1
0,8,DFS,"[0, 1, 8]",1665.0,2
0,8,Dijkstra,"[0, 8]",981.0,1
0,8,A*,"[0, 8]",981.0,1
0,8,Bellman-Ford,"[0, 8]",981.0,1
0,9,BFS,"[0, 3, 9]",1487.0,2
0,9,DFS,"[0, 1, 8, 7, 2, 4, 14, 5, 11, 3, 9]",8304.0,10
0,9,Dijkstra,"[0, 10, 9]",872.0,2
0,9,A*,"[0, 10, 9]",872.0,2
0,9,Bellman-Ford,"[0, 10, 9]",872.0,2
0,10,BFS,"[0, 10]",246.0,1
0,10,DFS,"[0, 1, 8, 7, 2, 4, 14, 5, 11, 3, 9, 15, 18, 10]",11646.0,13
0,10,Dijkstra,"[0, 10]",246.0,1
0,10,A*,"[0, 10]",246.0,1
