source,destination,algorithm,path,cost,hops
0,1,BFS,"[0, 10, 1]",836.0,2
0,1,DFS,"[0, 10, 1]",836.0,2
0,1,Dijkstra,"[0, 89, 58, 3, 22, 82, 45, 4, 35, 48, 63, 29, 25, 53, 10, 30, 43, 94, 85, 19, 96, 54, 49, 86, 2, 18, 51, 84, 5, 31, 20, 15, 65, 44, 78, 14, 1]",-12398.0,36
0,1,A*,"[0, 89, 58, 3, 22, 82, 39, 90, 75, 98, 27, 9, 60, 79, 6, 71, 11, 52, 83, 32, 68, 10, 30, 43, 94, 85, 19, 28, 33, 31, 20, 15, 65, 44, 78, 14, 1]",-10168.0,36
0,1,Bellman-Ford,None,-inf,None
0,2,BFS,"[0, 12, 2]",1552.0,2
0,2,DFS,"[0, 10, 1, 7, 5, 2]",2364.0,5
0,2,Dijkstra,"[0, 89, 58, 3, 22, 82, 45, 4, 35, 48, 63, 29, 25, 53, 10, 30, 43, 94, 85, 19, 96, 54, 49, 86, 2]",-8945.0,24
0,2,A*,"[0, 89, 49, 86, 2]",-1175.0,4
0,2,Bellman-Ford,None,-inf,None
0,3,BFS,"[0, 10, 3]",1165.0,2
0,3,DFS,"[0, 10, 1, 7, 5, 2, 11, 8, 18, 4, 13, 21, 12, 3]",4917.0,13
0,3,Dijkstra,"[0, 89, 58, 3]",-1084.0,3
0,3,A*,"[0, 89, 58, 3]",-1084.0,3
0,3,Bellman-Ford,None,-inf,None
0,4,BFS,"[0, 10, 4]",277.0,2
0,4,DFS,"[0, 10, 1, 7, 5, 2, 11, 8, 18, 4]",2964.0,9
0,4,Dijkstra,"[0, 89, 58, 3, 22, 82, 45, 4]",-2267.0,7
0,4,A*,"[0, 17, 46, 44, 78, 14, 4]",-1685.0,6
0,4,Bellman-Ford,None,-inf,None
0,5,BFS,"[0, 10, 5]",367.0,2
0,5,DFS,"[0, 10, 1, 7, 5]",2634.0,4
0,5,Dijkstra,"[0, 89, 58, 3, 22, 82, 45, 4, 35, 48, 63, 29, 25, 53, 10, 30, 43, 94, 85, 19, 96, 54, 49, 86, 2, 18, 51, 84, 5]",-9624.0,28
0,5,A*,"[0, 89, 58, 3, 88, 78, 14, 5]",-2275.0,7
0,5,Bellman-Ford,None,-inf,None
0,6,BFS,"[0, 10, 32, 6]",439.0,3
0,6,DFS,"[0, 10, 1, 7, 5, 2, 11, 8, 18, 4, 13, 21, 12, 3, 15, 20, 9, 16, 27, 14, 17, 24, 34, 6]",6344.0,23
0,6,Dijkstra,"[0, 89, 58, 3, 22, 82, 45, 4, 35, 48, 63, 29, 25, 53, 10, 30, 43, 94, 85, 19, 96, 54, 49, 86, 2, 18, 51, 84, 5, 31, 20, 15, 65, 44, 78, 14, 1, 9, 60, 79, 6]",-14206.0,40
0,6,A*,"[0, 89, 58, 3, 15, 20, 32, 9, 60, 79, 6]",-3893.0,10
0,6,Bellman-Ford,None,-inf,None
0,7,BFS,"[0, 46, 7]",803.0,2
0,7,DFS,"[0, 10, 1, 7]",1687.0,3
