source,destination,algorithm,path,cost,hops
0,1,BFS,"[0, 10, 1]",1439.0,2
0,1,DFS,"[0, 10, 1]",1439.0,2
0,1,Dijkstra,"[0, 10, 1]",1439.0,2
0,1,A*,"[0, 10, 1]",1439.0,2
0,1,Bellman-Ford,"[0, 10, 1]",1439.0,2
0,2,BFS,"[0, 12, 2]",2217.0,2
0,2,DFS,"[0, 10, 1, 7, 5, 2]",4208.0,5
0,2,Dijkstra,"[0, 89, 26, 2]",1561.0,3
0,2,A*,"[0, 89, 26, 2]",1561.0,3
0,2,Bellman-Ford,"[0, 89, 26, 2]",1561.0,3
0,3,BFS,"[0, 10, 3]",1641.0,2
0,3,DFS,"[0, 10, 1, 7, 5, 2, 11, 8, 18, 4, 13, 21, 12, 3]",10705.0,13
0,3,Dijkstra,"[0, 89, 58, 3]",925.0,3
0,3,A*,"[0, 89, 58, 3]",925.0,3
0,3,Bellman-Ford,"[0, 89, 58, 3]",925.0,3
0,4,BFS,"[0, 10, 4]",1299.0,2
0,4,DFS,"[0, 10, 1, 7, 5, 2, 11, 8, 18, 4]",7320.0,9
0,4,Dijkstra,"[0, 10, 4]",1299.0,2
0,4,A*,"[0, 10, 4]",1299.0,2
0,4,Bellman-Ford,"[0, 10, 4]",1299.0,2
0,5,BFS,"[0, 10, 5]",1372.0,2
0,5,DFS,"[0, 10, 1, 7, 5]",3803.0,4
0,5,Dijkstra,"[0, 10, 5]",1372.0,2
0,5,A*,"[0, 10, 5]",1372.0,2
0,5,Bellman-Ford,"[0, 10, 5]",1372.0,2
0,6,BFS,"[0, 10, 32, 6]",1714.0,3
0,6,DFS,"[0, 10, 1, 7, 5, 2, 11, 8, 18, 4, 13, 21, 12, 3, 15, 20, 9, 16, 27, 14, 17, 24, 34, 6]",17861.0,23
0,6,Dijkstra,"[0, 89, 58, 3, 79, 6]",1543.0,5
0,6,A*,"[0, 89, 58, 3, 79, 6]",1543.0,5
0,6,Bellman-Ford,"[0, 89, 58, 3, 79, 6]",1543.0,5
0,7,BFS,"[0, 46, 7]",1445.0,2
0,7,DFS,"[0, 10, 1, 7]",2578.0,3
0,7,Dijkstra,"[0, 17, 74, 7]",1061.0,3
0,7,A*,"[0, 17, 74, 7]",1061.0,3
0,7,Bellman-Ford,"[0, 17, 74, 7]",1061.0,3
0,8,BFS,"[0, 78, 8]",2567.0,2
0,8,DFS,"[0, 10, 1, 7, 5, 2, 11, 8]",6578.0,7
0,8,Dijkstra,"[0, 12, 72, 16, 8]",1858.0,4
0,8,A*,"[0, 12, 72, 16, 8]",1858.0,4
0,8,Bellman-Ford,"[0, 12, 72, 16, 8]",1858.0,4
0,9,BFS,"[0, 10, 9]",1262.0,2
0,9,DFS,"[0, 10, 1, 7, 5, 2, 11, 8, 18, 4, 13, 21, 12, 3, 15, 20, 9]",11904.0,16
0,9,Dijkstra,"[0, 10, 9]",1262.0,2
0,9,A*,"[0, 10, 9]",1262.0,2
0,9,Bellman-Ford,"[0, 10, 9]",1262.0,2
0,10,BFS,"[0, 10]",641.0,1
0,10,DFS,"[0, 10]",641.0,1
0,10,Dijkstra,"[0, 10]",641.0,1
0,10,A*,"[0, 10]",641.0,1
0,10,Bellman-Ford,"[0, 10]",641.0,1
0,11,BFS,"[0, 12, 11]",1909.0,2
0,11,DFS,"[0, 10, 1, 7, 5, 2, 11]",5608.0,6
0,11,Dijkstra,"[0, 89, 58, 3, 15, 11]",1790.0,5
0,11,A*,"[0, 89, 58, 3, 15, 11]",1790.0,5
0,11,Bellman-Ford,"[0, 89, 58, 3, 15, 11]",1790.0,5
0,12,BFS,"[0, 12]",404.0,1
0,12,DFS,"[0, 10, 1, 7, 5, 2, 11, 8, 18, 4, 13, 21, 12]",9865.0,12
0,12,Dijkstra,"[0, 12]",404.0,1
0,12,A*,"[0, 12]",404.0,1
0,12,Bellman-Ford,"[0, 12]",404.0,1
0,13,BFS,"[0, 10, 13]",1375.0,2
0,13,DFS,"[0, 10, 1, 7, 5, 2, 11, 8, 18, 4, 13]",8637.0,10
0,13,Dijkstra,"[0, 10, 13]",1375.0,2
0,13,A*,"[0, 10, 13]",1375.0,2
0,13,Bellman-Ford,"[0, 10, 13]",1375.0,2
0,14,BFS,"[0, 10, 14]",1545.0,2
0,14,DFS,"[0, 10, 1, 7, 5, 2, 11, 8, 18, 4, 13, 21, 12, 3, 15, 20, 9, 16, 27, 14]",14448.0,19
0,14,Dijkstra,"[0, 78, 14]",1371.0,2
0,14,A*,"[0, 78, 14]",1371.0,2
0,14,Bellman-Ford,"[0, 78, 14]",1371.0,2
0,15,BFS,"[0, 10, 15]",1672.0,2
0,15,DFS,"[0, 10, 1, 7, 5, 2, 11, 8, 18, 4, 13, 21, 12, 3, 15]",11026.0,14
0,15,Dijkstra,"[0, 89, 58, 3, 15]",1246.0,4
0,15,A*,"[0, 89, 58, 3, 15]",1246.0,4
0,15,Bellman-Ford,"[0, 89, 58, 3, 15]",1246.0,4
0,16,BFS,"[0, 37, 16]",2058.0,2
0,16,DFS,"[0, 10, 1, 7, 5, 2, 11, 8, 18, 4, 13, 21, 12, 3, 15, 20, 9, 16]",12580.0,17
0,16,Dijkstra,"[0, 12, 72, 16]",1148.0,3
0,16,A*,"[0, 12, 72, 16]",1148.0,3
0,16,Bellman-Ford,"[0, 12, 72, 16]",1148.0,3
0,17,BFS,"[0, 17]",493.0,1
0,17,DFS,"[0, 10, 1, 7, 5, 2, 11, 8, 18, 4, 13, 21, 12, 3, 15, 20, 9, 16, 27, 14, 17]",15491.0,20
0,17,Dijkstra,"[0, 17]",493.0,1
0,17,A*,"[0, 17]",493.0,1
0,17,Bellman-Ford,"[0, 17]",493.0,1
0,18,BFS,"[0, 18]",1387.0,1
0,18,DFS,"[0, 10, 1, 7, 5, 2, 11, 8, 18]",7202.0,8
0,18,Dijkstra,"[0, 85, 19, 18]",1325.0,3
0,18,A*,"[0, 85, 19, 18]",1325.0,3
0,18,Bellman-Ford,"[0, 85, 19, 18]",1325.0,3
0,19,BFS,"[0, 62, 19]",1791.0,2
0,19,DFS,"[0, 10, 1, 7, 5, 2, 11, 8, 18, 4, 13, 21, 12, 3, 15, 20, 9, 16, 27, 14, 17, 24, 34, 6, 22, 19]",19651.0,25
0,19,Dijkstra,"[0, 85, 19]",1021.0,2
0,19,A*,"[0, 85, 19]",1021.0,2
0,19,Bellman-Ford,"[0, 85, 19]",1021.0,2
0,20,BFS,"[0, 46, 20]",1838.0,2
0,20,DFS,"[0, 10, 1, 7, 5, 2, 11, 8, 18, 4, 13, 21, 12, 3, 15, 20]",11381.0,15
0,20,Dijkstra,"[0, 89, 26, 20]",1371.0,3
0,20,A*,"[0, 89, 26, 20]",1371.0,3
0,20,Bellman-Ford,"[0, 89, 26, 20]",1371.0,3
0,21,BFS,"[0, 12, 21]",932.0,2
0,21,DFS,"[0, 10, 1, 7, 5, 2, 11, 8, 18, 4, 13, 21]",9416.0,11
0,21,Dijkstra,"[0, 12, 21]",932.0,2
0,21,A*,"[0, 12, 21]",932.0,2
0,21,Bellman-Ford,"[0, 12, 21]",932.0,2
0,22,BFS,"[0, 10, 22]",1813.0,2
0,22,DFS,"[0, 10, 1, 7, 5, 2, 11, 8, 18, 4, 13, 21, 12, 3, 15, 20, 9, 16, 27, 14, 17, 24, 34, 6, 22]",18286.0,24
0,22,Dijkstra,"[0, 89, 26, 22]",943.0,3
0,22,A*,"[0, 89, 26, 22]",943.0,3
0,22,Bellman-Ford,"[0, 89, 26, 22]",943.0,3
0,23,BFS,"[0, 12, 23]",1115.0,2
0,23,DFS,"[0, 10, 1, 7, 5, 2, 11, 8, 18, 4, 13, 21, 12, 3, 15, 20, 9, 16, 27, 14, 17, 24, 34, 6, 22, 19, 28, 23]",20722.0,27
0,23,Dijkstra,"[0, 12, 23]",1115.0,2
0,23,A*,"[0, 12, 23]",1115.0,2
0,23,Bellman-Ford,"[0, 12, 23]",1115.0,2
0,24,BFS,"[0, 10, 24]",1006.0,2
0,24,DFS,"[0, 10, 1, 7, 5, 2, 11, 8, 18, 4, 13, 21, 12, 3, 15, 20, 9, 16, 27, 14, 17, 24]",15889.0,21
0,24,Dijkstra,"[0, 12, 24]",804.0,2
0,24,A*,"[0, 12, 24]",804.0,2
0,24,Bellman-Ford,"[0, 12, 24]",804.0,2
0,25,BFS,"[0, 27, 25]",2189.0,2
0,25,DFS,"[0, 10, 1, 7, 5, 2, 11, 8, 18, 4, 13, 21, 12, 3, 15, 20, 9, 16, 27, 14, 17, 24, 34, 6, 22, 19, 28, 23, 25]",21181.0,28
0,25,Dijkstra,"[0, 62, 25]",1513.0,2
0,25,A*,"[0, 62, 25]",1513.0,2
0,25,Bellman-Ford,"[0, 62, 25]",1513.0,2
0,26,BFS,"[0, 89, 26]",753.0,2
0,26,DFS,"[0, 10, 1, 7, 5, 2, 11, 8, 18, 4, 13, 21, 12, 3, 15, 20, 9, 16, 27, 14, 17, 24, 34, 6, 22, 19, 28, 23, 25, 31, 36, 29, 41, 32, 39, 53, 35, 48, 37, 44, 51, 43, 47, 33, 40, 26]",34965.0,45
0,26,Dijkstra,"[0, 89, 26]",753.0,2
0,26,A*,"[0, 89, 26]",753.0,2
0,26,Bellman-Ford,"[0, 89, 26]",753.0,2
0,27,BFS,"[0, 27]",793.0,1
0,27,DFS,"[0, 10, 1, 7, 5, 2, 11, 8, 18, 4, 13, 21, 12, 3, 15, 20, 9, 16, 27]",13524.0,18
0,27,Dijkstra,"[0, 27]",793.0,1
